ObjectID,Mapped,Crash Date,City/Town,Address,AOT Route,Crash Type,Collision Direction,Weather,Road Group,Report Number,Reporting Agency,Road Group ID,AOT Actual Milepoint,Animal,Time of Day,Intersection With,Impairment,Involving,Non Reportable Address,Reporting Agency ID,Road Characteristics,Road Condition,Street Address,Surface Condition,AOT Route ID,Coordinates
4246025,,"June 17, 2020, 4:53 PM",Colchester,28 JASPER MINE ROAD,Unknown,Property Damage Only,Single Vehicle Crash,Clear,Street or Town Highways in FA Urban Area,20CC005189,Colchester PD.,5,999.99,None/Other,Day,,None,None,,VT0040500,Not at a Junction,None,28 JASPER MINE ROAD,Dry,0,"44.59157529532954,-73.17432800727693"
4252908,,"June 18, 2020, 3:39 PM",Williston,225 Interstate Corporate Drive,Unknown,Property Damage Only,Rear End,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WT02649,Williston PD.,9,999.99,None/Other,Day,,None,None,,VT0041000,Not at a Junction,None,225 Interstate Corporate Drive,Dry,0,"44.45027144185832,-73.11280885377148"
4246692,,"June 19, 2020, 4:05 PM",Colchester,Malletts Bay Avenue,MALLETTS BAY AVE.,Property Damage Only,Same Direction Sideswipe,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC005250,Colchester PD.,2,1.254,None/Other,Day,Pine Island Road,None,None,,VT0040500,T - Intersection,None,Malletts Bay Avenue,Dry,U5608,"44.51711565613006,-73.20244596290406"
4246039,,"June 19, 2020, 7:17 PM",Colchester,HEINEBERG DRIVE,VT. 127 TH,Injury,Single Vehicle Crash,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC005260,Colchester PD.,2,0.398,None/Other,Night,CLOVER LANE,None,None,,VT0040500,Not at a Junction,None,HEINEBERG DRIVE,Dry,U5600,"44.53029772580032,-73.25296553459907"
4251521,,"June 19, 2020, 10:00 PM",Milton,W Milton Rd,US-7,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",20MT003114,Milton PD.,10,2.56,Deer,Night,US Rt 7 S,None,None,,VT0040600,Not at a Junction,None,W Milton Rd,Dry,70,"44.627654651999535,-73.1422557749905"
4249472,,"June 20, 2020, 9:06 AM",Milton,South Channel Outlet Bridge,US-2,Injury,Other - Explain in Narrative,Clear,"State Highway numbered route, State owned",20MT003122,Milton PD.,10,0.14,None/Other,Day,US Hwy 2,None,None,,VT0040600,Not at a Junction,None,South Channel Outlet Bridge,Dry,20,"44.63068479379141,-73.25341953592539"
4245796,,"June 21, 2020, 1:47 PM",Colchester,95  Mt Mansfield Avenue,MT MANSFIELD AVE,Property Damage Only,Other - Explain in Narrative,Clear,Private Property (Driveways),20CC005316,Colchester PD.,8,999.99,None/Other,Day,,None,None,,VT0040500,Driveway,None,95  Mt Mansfield Avenue,Dry,0,"44.49928125299496,-73.15988433993654"
4246917,,"June 22, 2020, 2:37 PM",Burlington,4 Hildred Dr,HILDRED DR,Property Damage Only,Single Vehicle Crash,Clear,Private Property (Driveways),20BU011505,Burlington PD,8,999.99,None/Other,Day,4 Hildred Dr,None,Heavy Truck,,VT0040100,Not at a Junction,None,4 Hildred Dr,Dry,0,"44.4874017240847,-73.1967197904621"
4248712,,"June 22, 2020, 8:45 PM",Colchester,169 Bay Road,BAY RD.,Property Damage Only,Head On,Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC005353,Colchester PD.,2,0.333,None/Other,Night,Sunset View Road,None,None,,VT0040500,Not at a Junction,None,169 Bay Road,Dry,U5617,"44.5544612579281,-73.18428635368146"
4247376,,"June 23, 2020, 10:40 AM",Williston,Williston Rd,US-2,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,"State Highway numbered route, State owned",20WT02715,Williston PD.,10,1.684,None/Other,Day,Zephyr Rd,None,None,,VT0041000,Four-way Intersection,None,Williston Rd,Dry,20,"44.447580915293194,-73.10637377846912"
4255157,,"June 23, 2020, 3:33 PM",Colchester,983 Blakely Road,VT. 127 TH,Injury,Single Vehicle Crash,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC005369,Colchester PD.,2,4.161,None/Other,Day,,None,None,,VT0040500,Not at a Junction,None,983 Blakely Road,Dry,U5600,"44.53415103214208,-73.20443593685057"
4247113,,"June 25, 2020, 8:59 AM",Colchester,Roosevelt Highway,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20CC005412,Colchester PD.,10,0.631,None/Other,Day,Hercules Drive,None,None,,VT0040500,Four-way Intersection,None,Roosevelt Highway,Dry,70,"44.511412667584935,-73.17926770068819"
4247528,,"June 26, 2020, 12:56 PM",Burlington,78 Adams St,Unknown,Injury,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,20BU011816,Burlington PD,5,999.99,None/Other,Day,78 Adams St,None,None,,VT0040100,Not at a Junction,None,78 Adams St,Dry,0,"44.472396150937755,-73.21080511129972"
4246709,,"June 26, 2020, 9:13 PM",Colchester,992 Bay Road,BAY RD.,Injury,Head On,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC005463,Colchester PD.,2,0.372,None/Other,Night,Granite Creek Road,None,None,,VT0040500,Not at a Junction,None,992 Bay Road,Dry,U5617,"44.55432898265832,-73.18352090576103"
4246857,,"June 30, 2020, 12:16 PM",Milton,I-89 NB MM 103.6,I-89,Injury,Rear End,Clear,"State Highway numbered route, State owned",20A102767,VSP - A1 Williston,10,103.6,None/Other,Day,Mile Marker 103.6,None,Heavy Truck,,VTVSP0100,Not at a Junction,None,I-89 NB MM 103.6,Dry,890,"44.6650300220863,-73.13598792571642"
4252768,,"June 30, 2020, 4:29 PM",Burlington,154 Tracy Dr,Unknown,Property Damage Only,Other - Explain in Narrative,Cloudy,Street or Town Highways in FA Urban Area,20BU012094,Burlington PD,5,999.99,None/Other,Day,154 Tracy Dr,Alcohol,None,,VT0040100,Not at a Junction,None,154 Tracy Dr,Dry,0,"44.51313175838929,-73.26155757526318"
4246705,,"July 1, 2020, 10:20 AM",Williston,131 Dorset Ln,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WT02834,Williston PD.,9,999.99,None/Other,Day,Hirchack,None,Heavy Truck,,VT0041000,Parking Lot,None,131 Dorset Ln,Dry,0,"44.47691684707095,-73.11937008011117"
4252414,,"July 1, 2020, 4:21 PM",South Burlington,861 Williston Rd,Unknown,Property Damage Only,Rear-to-rear,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20SB005867,So. Burlington PD.,9,999.99,None/Other,Day,,None,None,,VT0040300,Parking Lot,None,861 Williston Rd,Dry,0,"44.471135470176065,-73.18809686130265"
4250844,,"July 2, 2020, 11:18 PM",Burlington,College St,COLLEGE ST.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU012246,Burlington PD,2,0.18,None/Other,Night,S Champlain St,None,None,,VT0040100,Not at a Junction,None,College St,Dry,U5068,"44.47700069118033,-73.21520601556662"
4246500,,"July 3, 2020, 12:56 AM",Burlington,N Winooski Ave,ALTERNATE US-7,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, Class 1 TH",20BU012260,Burlington PD,11,1.441,None/Other,Night,Pearl St,None,None,,VT0040100,Four-way Intersection,None,N Winooski Ave,Dry,9993,"44.482142465871185,-73.21130727857899"
4246910,,"July 3, 2020, 2:23 PM",Hinesburg,1314 GILMAN RD,TOWN ROAD 0030,Property Damage Only,Single Vehicle Crash,Clear,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",20HB00611,Hinesburg PD.,6,999.99,None/Other,Day,HONEY HILL ROAD,None,None,,VT0041200,Not at a Junction,None,1314 GILMAN RD,Dry,T0030,"44.29612531071168,-73.0861633124017"
4246498,,"July 3, 2020, 5:12 PM",Burlington,7 Hyde St,HYDE ST,Injury,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,20BU012302,Burlington PD,5,999.99,None/Other,Day,North St,Alcohol,Pedestrian,,VT0040100,T - Intersection,None,7 Hyde St,Dry,0,"44.48487596462468,-73.20857695475578"
4247507,,"July 3, 2020, 7:26 PM",Essex,Fort Parkway,VT-15,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20ES03590,Essex PD.,10,0.39,None/Other,Night,Ethan Allen Ave,None,None,,VT0040200,T - Intersection,Not reported,Fort Parkway,Dry,150,"44.5040649249234,-73.14189806580609"
4246934,,"July 4, 2020, 11:15 AM",Williston,10 Simons Plaza,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WT02890,Williston PD.,9,999.99,None/Other,Day,Parking Lot,None,None,,VT0041000,Parking Lot,None,10 Simons Plaza,Dry,0,"44.447878437856026,-73.10589920417154"
4246118,,"July 4, 2020, 4:02 PM",Colchester,COLLEGE PARKWAY,VT-15,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",20CC005694,Colchester PD.,10,0.583,None/Other,Day,CAMPUS ROAD,None,None,,VT0040500,Not at a Junction,,COLLEGE PARKWAY,,150,"44.49520415115093,-73.16138207922094"
4250244,,"July 6, 2020, 1:27 PM",Burlington,Shelburne Rd,LEDGE RD.,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU012516,Burlington PD,2,0.005,None/Other,Day,Ledge Rd,None,None,,VT0040100,Traffic circle / roundabout,None,Shelburne Rd,Dry,U5058,"44.463121422126136,-73.20766786081477"
4246213,,"July 6, 2020, 5:24 PM",Burlington,Pine St,PINE ST.,Injury,"Right Turn and Thru, Broadside ^<--",Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU012535,Burlington PD,2,999.99,None/Other,Day,Main St,None,Bicycle,,VT0040100,Four-way Intersection,None,Pine St,Dry,U5040,"44.475827606535844,-73.21556234329908"
4246683,,"July 9, 2020, 3:00 PM",Colchester,Birchwood Drive,BIRCHWOOD DR,Property Damage Only,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,20CC005857,Colchester PD.,5,999.99,Wild,Day,Main Street,None,None,,VT0040500,Not at a Junction,None,Birchwood Drive,Dry,0,"44.53601646348488,-73.1361539908132"
4248073,,"July 10, 2020, 4:48 PM",Burlington,N Willard St,US-7,Injury,Other - Explain in Narrative,Clear,"State Highway numbered route, Class 1 TH",20BU012857,Burlington PD,11,2.538,None/Other,Day,Brookes Ave,None,Pedestrian,,VT0040100,T - Intersection,None,N Willard St,Dry,70,"44.48218366953638,-73.20575501768242"
4246885,,"July 13, 2020, 7:05 AM",Burlington,1201 North Ave,NORTH AVE.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU013029,Burlington PD,2,2.362,None/Other,Day,1201 North Ave,None,None,,VT0040100,Driveway,None,1201 North Ave,Dry,U5026,"44.50840413033409,-73.24684207889614"
4246684,,"July 13, 2020, 10:08 AM",Colchester,500 Colchester Point Road,COLCHESTER POINT RD,Property Damage Only,Head On,Cloudy,Street or Town Highways in FA Urban Area,20CC005972,Colchester PD.,5,999.99,None/Other,Day,Airport Park,None,None,,VT0040500,Other - Explain in Narrative,None,500 Colchester Point Road,Dry,0,"44.546358323631864,-73.27168682520107"
4246864,,"July 14, 2020, 6:53 AM",Milton,860 East Rd,TOWN ROAD 0005,Property Damage Only,Single Vehicle Crash,Cloudy,Minor Collector - Non Fed Aid Rural TH,20MT003657,Milton PD.,4,999.99,None/Other,Day,Marrs Hill,None,Heavy Truck,,VT0040600,Other - Explain in Narrative,None,860 East Rd,Dry,T0005,"44.58509418487086,-73.11851435575903"
4248765,,"July 15, 2020, 1:49 AM",Burlington,Battery St,BATTERY ST.,Injury,Other - Explain in Narrative,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU013178,Burlington PD,2,0.534,None/Other,Night,Pearl St,None,Pedestrian,,VT0040100,Not at a Junction,None,Battery St,Dry,U5008,"44.48003526270888,-73.21900458512738"
4246931,,"July 15, 2020, 11:52 AM",Shelburne,6102 Shelburne Rd,US-7,Injury,Rear End,Clear,"State Highway numbered route, State owned",20SH03754,Shelburne PD.,10,1.107,None/Other,Day,Bostwick Rd,None,None,,VT0040700,Not at a Junction,None,6102 Shelburne Rd,Dry,70,"44.36874665614103,-73.23200762928846"
4248558,,"July 15, 2020, 1:32 PM",Colchester,Main Street,VT-2A,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, State owned",20CC006027,Colchester PD.,10,2.239,None/Other,Day,187 Main Street,None,None,,VT0040500,Four-way Intersection,None,Main Street,Dry,21,"44.54882115085188,-73.1618942419108"
4246883,,"July 15, 2020, 3:24 PM",Burlington,Cherry St,CHERRY ST,Property Damage Only,"Left Turn and Thru, Head On ^v--",Clear,Street or Town Highways in FA Urban Area,20BU013224,Burlington PD,5,999.99,None/Other,Day,St Paul St,None,Heavy Truck,,VT0040100,T - Intersection,None,Cherry St,Dry,0,"44.47926435646776,-73.21426791070711"
4246924,,"July 15, 2020, 4:20 PM",Williston,Avenue,Unknown,Property Damage Only,Rear End,Clear,Street or Town Highways in FA Urban Area,20WT03057,Williston PD.,5,999.99,None/Other,Day,Industrial,None,None,,VT0041000,T - Intersection,None,Avenue,Dry,0,
4246685,,"July 15, 2020, 5:27 PM",Colchester,42 Clay Point Road,CLAY POINT RD,Property Damage Only,Opp Direction Sideswipe,Clear,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",20CC006034,Colchester PD.,6,999.99,None/Other,Day,,None,None,,VT0040500,Not at a Junction,None,42 Clay Point Road,Dry,0,"44.599465662823135,-73.198615822062"
4248808,,"July 15, 2020, 5:52 PM",Burlington,Pearl St,PEARL ST.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU013237,Burlington PD,2,0.404,None/Other,Day,S Winooski Ave,None,None,,VT0040100,Four-way Intersection,None,Pearl St,Dry,U5038,"44.48049213760237,-73.21109403204026"
4248310,,"July 15, 2020, 6:22 PM",South Burlington,155 Dorset St,Unknown,Property Damage Only,Opp Direction Sideswipe,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20SB006415,So. Burlington PD.,9,999.99,None/Other,Day,Dorset St,None,Heavy Truck,,VT0040300,Parking Lot,None,155 Dorset St,Dry,0,"44.46493866599364,-73.18295962111762"
4246880,,"July 16, 2020, 12:03 PM",Burlington,Battery St,BATTERY ST.,Property Damage Only,Same Direction Sideswipe,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20BU013295,Burlington PD,2,0.321,None/Other,Day,College St,None,None,,VT0040100,Four-way Intersection,None,Battery St,Dry,U5008,"44.477015922847976,-73.21877690917512"
4246898,,"July 16, 2020, 1:11 PM",Williston,330 Hanon Drive,HANON DR,Property Damage Only,Single Vehicle Crash,Cloudy,Street or Town Highways in FA Urban Area,20WT03072,Williston PD.,5,999.99,None/Other,Day,Brennan Woods Drive,None,None,,VT0041000,Not at a Junction,None,330 Hanon Drive,Dry,0,"44.454947353843714,-73.09483047431358"
4246830,,"July 16, 2020, 3:05 PM",St. George,,VT-116,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, State owned",20A103032,VSP - A1 Williston,10,0.505,None/Other,Day,Chambers Park Road,None,None,,VTVSP0100,Not at a Junction,None,,Dry,1160,"44.37158820458517,-73.13088801814384"
4246863,,"July 16, 2020, 3:41 PM",South Burlington,801 Williston Rd,US-2,Injury,"No Turns, Thru moves only, Broadside ^<",Clear,"State Highway numbered route, Class 1 TH",20SB006455,So. Burlington PD.,11,0.83,None/Other,Day,East Ave,None,Bicycle,,VT0040300,Traffic circle / roundabout,None,801 Williston Rd,Dry,20,"44.46763449181907,-73.17472452511717"
4247581,,"July 16, 2020, 5:20 PM",South Burlington,Hinesburg Road at Simpson Court,VT-116,Injury,Rear End,Cloudy,"State Highway numbered route, State owned",20SB006458,So. Burlington PD.,10,3.833,None/Other,Day,Simpson Ct,None,None,,VT0040300,Not at a Junction,None,Hinesburg Road at Simpson Court,Dry,1160,"44.46102065098776,-73.17018269438863"
4246860,,"July 17, 2020, 9:50 PM",Shelburne,6000 Shelburne RD,US-7,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",20SH03811,Shelburne PD.,10,1.373,None/Other,Night,Marsett RD,None,None,,VT0040700,Not at a Junction,None,6000 Shelburne RD,,70,"44.37246820877408,-73.23061150175387"
4246847,,"July 18, 2020, 6:44 PM",Shelburne,Shelburne Road,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20SH03834,Shelburne PD.,10,4.728,None/Other,Day,Pine Haven Shores Road,None,None,,VT0040700,Four-way Intersection,None,Shelburne Road,Dry,70,"44.41903991165873,-73.21254549529449"
4246882,,"July 19, 2020, 12:39 AM",Burlington,123 Maple St,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,20BU013495,Burlington PD,5,999.99,None/Other,Night,Maple St,None,None,,VT0040100,Not at a Junction,None,123 Maple St,Dry,0,"44.47346980489843,-73.21444045188592"
4246604,,"July 19, 2020, 10:33 AM",Williston,Interstate 89,I-89,Injury,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",20A103081,VSP - A1 Williston,10,84.222,None/Other,Day,,None,None,,VTVSP0100,Not at a Junction,None,Interstate 89,Dry,890,"44.4400212602736,-73.12023476471371"
4247370,,"July 19, 2020, 2:53 PM",Essex,54 Sunderland Way,Unknown,Injury,Rear End,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20ES03952,Essex PD.,9,999.99,None/Other,Day,Susie Wilson Rd,None,None,,VT0040200,Parking Lot,None,54 Sunderland Way,Dry,0,"44.504316489301246,-73.13850024783513"
4246850,,"July 20, 2020, 2:15 PM",Richmond,567 Jericho Rd,I-89,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, State owned",20A103098,VSP - A1 Williston,10,77,None/Other,Day,I- 89,None,None,,VTVSP0100,Not at a Junction,None,567 Jericho Rd,Dry,890,"44.410560252111416,-72.99077668374582"
4247353,,"July 20, 2020, 2:15 PM",Williston,38 Taft Corner Shopping Plaza,TAFT CORNERS SHOPPING CTR,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WT03140,Williston PD.,9,999.99,None/Other,Day,Essex Rd,None,None,,VT0041000,Parking Lot,None,38 Taft Corner Shopping Plaza,Dry,0,"44.45116229360958,-73.10946360977165"
4246156,,"July 20, 2020, 4:45 PM",Colchester,College Parkway,VT-15,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, State owned",20CC006177,Colchester PD.,10,1.328,None/Other,Day,Barnes Avenue,None,None,,VT0040500,T - Intersection,None,College Parkway,Dry,150,"44.50161219675807,-73.14976917430835"
4246696,,"July 22, 2020, 2:35 PM",Colchester,Roosevelt Highway,US-7,Property Damage Only,Other - Explain in Narrative,Clear,"State Highway numbered route, State owned",20CC006240,Colchester PD.,10,0.176,None/Other,Day,I89 On Southbound Ramp,None,None,,VT0040500,On Ramp,None,Roosevelt Highway,Dry,70,"44.50503522858576,-73.1813734522749"
4247713,,"July 22, 2020, 5:24 PM",Colchester,851 Main Street,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20CC006250,Colchester PD.,10,1.503,None/Other,Day,Mill Pond Road,None,None,,VT0040500,Not at a Junction,None,851 Main Street,Dry,21,"44.54404685634589,-73.1486971713174"
4246674,,"July 23, 2020, 4:54 PM",Colchester,Heineberg Drive,VT. 127 TH,Property Damage Only,"Left Turn and Thru, Head On ^v--",Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC006278,Colchester PD.,2,0.821,None/Other,Day,79 Heineberg Drive,None,None,,VT0040500,Not at a Junction,None,Heineberg Drive,Dry,U5600,"44.53540385995195,-73.24859654084734"
4246022,,"July 24, 2020, 2:30 PM",Colchester,77 US ROUTE 7,US-7,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, State owned",20CC006300,Colchester PD.,10,6.544,None/Other,Day,,None,None,,VT0040500,T - Intersection,None,77 US ROUTE 7,Dry,70,"44.58994191379994,-73.16640339048689"
4247652,,"July 24, 2020, 5:32 PM",Winooski City,102 E Allen St,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WS004165,Winooski PD.,9,999.99,None/Other,Day,Parking Lot,None,None,,VT0040400,Parking Lot,None,102 E Allen St,Dry,0,"44.491156931164994,-73.18248603886332"
4246649,,"July 24, 2020, 6:04 PM",Colchester,Roosevelt Hwy,US-2,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20CC006306,Colchester PD.,10,2.064,None/Other,Day,Exit 17,None,None,,VT0040500,Off Ramp,None,Roosevelt Hwy,Dry,20,"44.589770280102314,-73.16913061383539"
4246205,,"July 25, 2020, 1:00 AM",Colchester,203 WEST LAKESHORE DRIVE,VT. 127 TH,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20CC006318,Colchester PD.,2,2.987,None/Other,Night,BAY HARBOR MARINA,None,None,,VT0040500,Not at a Junction,None,203 WEST LAKESHORE DRIVE,Dry,U5600,"44.546209231746964,-73.2196328221604"
4246640,,"July 25, 2020, 4:41 PM",Westford,851 Woods Hollow Road,TOWN ROAD 0004,Injury,Single Vehicle Crash,Clear,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",20A103172,VSP - A1 Williston,6,999.99,None/Other,Day,Vt Route 128,None,None,,VTVSP0100,Not at a Junction,None,851 Woods Hollow Road,Dry,T0004,"44.62079141485433,-73.02230176698197"
4249318,,"July 25, 2020, 7:19 PM",Burlington,212 Ethan Allen Pkwy,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,20BU013961,Burlington PD,5,999.99,None/Other,Night,212 Ethan Allen Pkwy,None,None,,VT0040100,Not at a Junction,Unknown,212 Ethan Allen Pkwy,Dry,0,"44.509525751829365,-73.24174542205476"
4246634,,"July 25, 2020, 9:55 PM",Charlotte,1069 FERRY RD,FERRY RD,Property Damage Only,Single Vehicle Crash,Clear,Federal Aid Secondary System (Class 2 TH),20A103176,VSP - A1 Williston,3,1.15,None/Other,Night,,None,None,,VTVSP0100,Not at a Junction,None,1069 FERRY RD,Dry,S0329,"44.308896442044755,-73.2686028824509"
4246019,,"July 26, 2020, 1:53 PM",Colchester,982 WEST LAKESHORE DRIVE,Unknown,Property Damage Only,Same Direction Sideswipe,Clear,Private Property (Driveways),20CC006360,Colchester PD.,8,999.99,None/Other,Day,,None,None,,VT0040500,Parking Lot,None,982 WEST LAKESHORE DRIVE,Dry,0,"44.55256413355884,-73.23262734789662"
4246196,,"July 27, 2020, 3:17 PM",Burlington,Shelburne Rd,US-7,Property Damage Only,Other - Explain in Narrative,Clear,"State Highway numbered route, Class 1 TH",20BU014080,Burlington PD,11,1.201,None/Other,Day,Gove Ct,None,None,,VT0040100,Not at a Junction,None,Shelburne Rd,Dry,70,"44.46268217080464,-73.20787307418142"
4246823,,"July 28, 2020, 11:46 AM",Williston,729 Harvest Ln,Unknown,Property Damage Only,Opp Direction Sideswipe,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WT03267,Williston PD.,9,999.99,None/Other,Day,Marshall Ave,None,None,,VT0041000,Parking Lot,None,729 Harvest Ln,Dry,0,"44.442561079910924,-73.11907207961174"
4246824,,"July 28, 2020, 2:16 PM",South Burlington,41 Hinesburg Rd,Unknown,Property Damage Only,Same Direction Sideswipe,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20SB006901,So. Burlington PD.,9,999.99,None/Other,Day,Williston Rd,None,None,,VT0040300,Parking Lot,,41 Hinesburg Rd,,0,"44.466065160360124,-73.17207709184373"
4246619,,"July 28, 2020, 4:02 PM",Colchester,164 Main Street,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20CC006415,Colchester PD.,10,2.256,None/Other,Day,Main Street Extention,None,None,,VT0040500,T - Intersection,None,164 Main Street,Dry,21,"44.54892127649046,-73.16219950272561"
4249590,,"July 29, 2020, 1:49 PM",Essex,159 Pearl St #3,Unknown,Property Damage Only,Rear End,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20ES04154,Essex PD.,9,999.99,None/Other,Day,Villa Dr,None,None,,VT0040200,Parking Lot,None,159 Pearl St #3,Dry,0,"44.49833630729476,-73.1279608208031"
4246681,,"July 29, 2020, 4:37 PM",Shelburne,521 Webster Rd,WEBSTER ROAD,Property Damage Only,Single Vehicle Crash,Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20SH04042,Shelburne PD.,2,0.394,None/Other,Day,Webster Rd,None,None,,VT0040700,T - Intersection,None,521 Webster Rd,Dry,U5722,"44.3887314822381,-73.21726523897553"
4246689,,"July 29, 2020, 4:40 PM",Williston,Old Creamery Road,OLD CREAMERY RD,Injury,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20WT03287,Williston PD.,2,0.001,None/Other,Day,Saint George Road,None,None,,VT0041000,T - Intersection,None,Old Creamery Road,Dry,S0332,"44.42779851799095,-73.12129300440282"
4247484,,"July 29, 2020, 5:42 PM",South Burlington,41 Hinesburg Rd,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20SB006958,So. Burlington PD.,9,999.99,None/Other,Day,Parking Lot,None,None,,VT0040300,Parking Lot,None,41 Hinesburg Rd,Dry,0,"44.46576584968545,-73.17217181175967"
4249389,,"July 29, 2020, 5:56 PM",Essex,52 Old Stage Rd,OLD STAGE RD.,Injury,Same Direction Sideswipe,Rain,Federal Aid Urban System (Class 2 TH's and 3 TH's only),20ES04158,Essex PD.,2,0.51,None/Other,Day,Willoughby Dr,None,None,,VT0040200,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",52 Old Stage Rd,Wet,U5409,"44.517107876181754,-73.08137618995227"
4246183,,"July 29, 2020, 7:50 PM",Winooski City,126 Hickok St,HICKOK ST,Property Damage Only,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,20WS004260,Winooski PD.,5,999.99,None/Other,Night,Elm St,None,None,,VT0040400,Not at a Junction,None,126 Hickok St,Dry,0,"44.494865501735696,-73.19429787609198"
4248220,,"July 29, 2020, 9:21 PM",Essex,Pearl Street,VT-15,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, Class 1 TH",20ES04161,Essex PD.,11,0.57,None/Other,Night,Susie Wilson Road,Alcohol,None,,VT0040200,T - Intersection,None,Pearl Street,Dry,150,"44.50388150420541,-73.13815268170798"
4246691,,"July 30, 2020, 10:46 AM",Williston,ZEPHYR RD,Unknown,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",20WT03300,Williston PD.,9,999.99,None/Other,Day,STILLWATER LN,None,None,,VT0041000,Four-way Intersection,None,ZEPHYR RD,Dry,0,"44.450295036019384,-73.1050070378282"
4246668,,"July 30, 2020, 1:56 PM",South Burlington,Shelburne Road,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",20SB006991,So. Burlington PD.,10,0.509,None/Other,Day,Green Mountain Drive,None,None,,VT0040300,Four-way Intersection,None,Shelburne Road,Dry,70,"44.42816370489615,-73.21132257513229"
